-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,995,990,894,988,985,984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,830,831,833,832,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,994,993,991,989,987,986,983,-1,-1,-1,-1,-1,-1,-1,1022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1170,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,764,-1,-1,-1,-1,-1,-1,829,828,827,826,825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,992,980,981,982,-1,-1,-1,-1,-1,-1,-1,1020,1021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1104,1105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,801,1169,1171,-1,-1,-1,-1,-1,-1,-1,-1,
765,766,767,-1,-1,-1,-1,-1,821,820,822,823,824,814,815,-1,854,855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,979,978,977,975,976,-1,-1,-1,-1,-1,-1,1019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1168,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,768,-1,-1,-1,-1,-1,-1,-1,819,818,817,816,813,-1,-1,853,841,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,963,964,965,974,973,972,971,-1,-1,-1,-1,-1,-1,1018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,963,-1,-1,-1,-1,-1,-1,1103,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,768,-1,-1,-1,-1,-1,-1,-1,-1,809,810,811,812,-1,-1,852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,961,-1,962,966,967,968,969,970,-1,-1,-1,-1,-1,-1,1017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1063,-1,-1,-1,-1,-1,-1,-1,-1,-1,1102,593,-1,-1,-1,-1,-1,-1,-1,-1,-1,799,1143,-1,1159,-1,-1,-1,1103,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,768,-1,-1,-1,-1,-1,-1,-1,808,807,806,805,-1,-1,846,851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,960,959,958,957,956,955,951,950,949,948,-1,-1,-1,-1,-1,1016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,1071,1072,-1,-1,-1,-1,-1,-1,-1,1101,593,-1,-1,-1,-1,-1,1124,-1,-1,-1,1142,593,-1,894,1158,-1,-1,1167,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,768,-1,-1,-1,-1,-1,-1,-1,801,802,803,804,-1,-1,845,850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,954,953,952,946,947,-1,-1,-1,-1,593,1015,-1,-1,-1,-1,-1,-1,-1,-1,-1,884,1061,1070,1073,-1,-1,-1,-1,-1,-1,-1,1101,1100,-1,-1,-1,-1,-1,1125,-1,-1,-1,1141,593,-1,-1,1157,-1,-1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,769,-1,-1,-1,-1,-1,-1,-1,-1,799,800,-1,-1,-1,844,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,929,944,945,-1,-1,-1,-1,-1,593,1014,-1,-1,-1,-1,-1,-1,-1,-1,-1,1055,1060,1069,1074,-1,-1,-1,-1,-1,-1,-1,799,1011,-1,-1,-1,1122,1123,1126,-1,-1,-1,1140,1144,-1,-1,1156,-1,-1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,770,-1,-1,-1,-1,-1,-1,-1,-1,799,798,-1,-1,-1,843,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,935,934,943,942,-1,-1,-1,-1,-1,593,798,-1,-1,-1,-1,-1,-1,1041,1042,1043,1054,1059,1068,1075,-1,-1,-1,-1,-1,-1,-1,799,1099,-1,-1,-1,-1,1121,1127,-1,-1,-1,1139,1145,-1,-1,1155,-1,-1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,
